Date,Close,Volume,SMA10,SMA20,Momentum,Daily_Return,SMA_diff,Range,RSI14,MACD,MACD_Signal,MACD_Hist,BB_Width,Target
2023-01-30,317.7411193847656,14091519.0,310.6085144042969,308.3369644165039,-1.1058349609375,-0.0034682312183497155,9.404154968261707,9.123072082183626,60.305297194802385,2.2811018853694804,0.9546758937110065,1.326425991658474,0.05932659735420569,0.021896818217049363
2023-01-31,324.6986389160156,17134291.0,312.6496917724609,309.2354507446289,6.95751953125,0.021896818217049363,15.463188171386719,12.8552572669862,76.57778669223728,3.17073546824588,1.3978878086179813,1.7728476596278986,0.07544351952613462,0.02568449842453635
2023-02-01,333.0383605957031,64518967.0,315.33592834472654,310.6315551757813,8.3397216796875,0.02568449842453635,22.406805419921852,33.72774276802812,84.3386972691097,4.496885042175393,2.017687255329464,2.479197786845929,0.10048402870039652,0.04759286652681505
2023-02-02,348.8886108398437,55745171.0,319.3860229492187,313.0090866088867,15.850250244140568,0.04759286652681505,35.879524230956974,22.39302560769488,91.77368714743392,6.749051992311706,2.9639602027259127,3.7850917895857936,0.14425676804257836,0.005414619630449868
2023-02-03,350.7777099609375,22295321.0,323.85541381835935,315.1838806152344,1.8890991210938068,0.005414619630449868,35.593829345703114,9.445610363197261,93.76043612875448,8.587355350456619,4.088639232272054,4.498716118184565,0.1775836949233552,0.007224460436161095
2023-02-06,353.3118896484375,25790153.0,328.3524444580078,317.4116638183594,2.5341796875,0.007224460436161095,35.900225830078114,7.925102910256101,93.89428988075511,10.131916698997998,5.297294725617243,4.834621973380755,0.20511163244681851,-0.02647356159333536
2023-02-07,343.9584655761719,20643707.0,331.6238555908203,319.033544921875,-9.353424072265625,-0.02647356159333536,24.924920654296898,14.237513717573336,79.83986502595195,10.48043758227277,6.333923296948349,4.146514285324422,0.21622303306043356,0.0061619236416552425
2023-02-08,346.0779113769531,10420462.0,334.9966278076172,320.97565307617185,2.11944580078125,0.0061619236416552425,25.102258300781273,5.298756637197641,79.8104541763604,10.8031326677239,7.22776517110346,3.5753674966204407,0.2245269205742255,-0.003461466254672141
2023-02-09,344.8799743652344,11861196.0,338.2219635009766,322.9315872192383,-1.19793701171875,-0.003461466254672141,21.948387145996094,7.2339609986570395,81.23154086388551,10.837281902766733,7.949668517436115,2.887613385330618,0.2278830670047485,-0.007748941755470584
2023-02-10,342.20751953125,10278597.0,340.5580200195312,324.84374542236327,-2.672454833984375,-0.007748941755470584,17.36377410888673,6.128149514353936,77.08181315282542,10.527347933177452,8.465204400584383,2.062143532593069,0.2254590037441116,0.007674707958010396
2023-02-13,344.8338623046875,9901148.0,343.2672943115234,326.93790435791016,2.6263427734375,0.007674707958010396,17.895957946777344,4.74583706103067,76.98004038519485,10.37406122174292,8.846975764816092,1.5270854569268284,0.2210514143610774,0.032736534909990844
2023-02-14,356.1225280761719,29125052.0,346.40968322753906,329.5296875,11.288665771484375,0.032736534909990844,26.592840576171852,12.809162402115533,80.21631050134827,11.036262221942593,9.284833056241393,1.7514291657012002,0.2228960415409386,0.00459988467296113
2023-02-15,357.7606506347656,12209350.0,348.8819122314453,332.1089202880859,1.63812255859375,0.00459988467296113,25.6517303466797,4.025058344815932,80.58137515045256,11.559987742762416,9.739863993545598,1.820123749216819,0.22320174809985066,0.0009157133423998154
2023-02-16,358.0882568359375,9775280.0,349.8018768310547,334.59394989013674,0.327606201171875,0.0009157133423998154,23.49430694580076,3.978238505071829,78.89613643545303,11.864710081472424,10.164833211130963,1.6998768703414608,0.22135246314860113,0.0022219502641762645
2023-02-17,358.8839111328125,7672135.0,350.6124969482422,337.2339553833008,0.795654296875,0.0022219502641762645,21.64995574951172,4.961086015589046,80.43537054822032,12.031713281278371,10.538209225160445,1.493504056117926,0.2134260528335533,0.0016953363920875208
2023-02-20,359.4923400878906,7804976.0,351.2305419921875,339.79149322509767,0.608428955078125,0.0016953363920875208,19.700846862792957,5.803559348322892,78.40704101365739,12.073978345562352,10.845363049240827,1.228615296321525,0.20356437121017065,-0.004686818884289234
2023-02-21,357.8074645996094,8259574.0,352.6154418945313,342.1196487426758,-1.68487548828125,-0.004686818884289234,15.687815856933582,3.931418704167527,72.68794480690642,11.835090783237547,11.043308596040172,0.7917821871973754,0.1912287619933455,0.004185631365070108
2023-02-22,359.3051147460937,8961077.0,353.9381622314453,344.46739501953124,1.4976501464843182,0.004185631365070108,14.837719726562455,4.586668858243229,62.94493864997784,11.632526000699954,11.161152076972128,0.4713739237278265,0.17634024331590611,0.009769562865061365
2023-02-23,362.81536865234375,18830592.0,355.73170166015626,346.9768325805664,3.510253906250057,0.009769562865061365,15.838536071777355,10.20300629924418,64.38017770031377,11.621277254757956,11.253177112529293,0.3681001422286627,0.1582090243089778,-0.006449971880942096
